Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-02175,Gateway Office Campus 2175,Commercial,Mountain,CO,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Fast,2021-09-10,2022-09-20,2022,87729000,802,0.468,0.4566,0.8967,0.9345,0.0625,9,1.1347,13,17,0.735,0.9531
PRJ3-02176,Crescent Distribution Hub 2176,Industrial,Southwest,AZ,Private,Cost Plus,CMAR,Moderate,Moderate,Slow,2022-06-13,2023-04-12,2023,145501000,734,0.413,0.3891,0.9114,0.9037,0.0369,18,1.0057,22,0,0.353,0.9372
PRJ3-02177,Copper Retail Center 2177,Commercial,West,OR,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2021-07-12,2022-06-02,2022,82625300,645,0.504,0.4249,0.8998,0.8515,0.0542,51,0.9244,5,2,0.496,0.9789
PRJ3-02178,Liberty Marketplace 2178,Commercial,Midwest,IL,Private,Lump Sum,Design-Build,Moderate,High,Standard,2022-06-05,2023-05-11,2023,38961200,624,0.545,0.5072,1.1028,0.9112,-0.0699,24,1.0568,9,11,0.582,1.0
PRJ3-02179,Riverside Marketplace 2179,Commercial,Mountain,WY,Public,Cost Plus,Design-Bid-Build,Low,High,Standard,2024-03-13,2025-02-14,2025,67701700,693,0.489,0.5049,1.0106,1.0073,-0.0075,-11,0.8957,14,14,0.239,0.9602
PRJ3-02180,Northstar Corporate Center 2180,Commercial,Midwest,IL,Private,Guaranteed Maximum Price,Design-Build,Low,Low,Standard,2021-04-01,2022-03-30,2022,50974100,653,0.557,0.5316,1.0462,0.9436,-0.0217,17,0.9677,7,6,0.244,0.9972
PRJ3-02181,Mesa Bridge Program 2181,Heavy Civil,Mountain,CO,Private,Lump Sum,Design-Bid-Build,Very High,Moderate,Standard,2018-09-14,2020-03-21,2020,367729600,1412,0.393,0.3681,0.883,0.8854,0.0459,35,0.9635,44,16,0.786,0.9657
PRJ3-02182,Cedar Water Program 2182,Heavy Civil,Southeast,GA,Private,Lump Sum,CMAR,Moderate,Low,Standard,2017-12-31,2019-09-21,2019,152042500,1165,0.54,0.5319,0.9879,0.9938,0.0281,9,0.9906,1,19,0.586,0.9496
PRJ3-02183,Granite Office Campus 2183,Commercial,Midwest,IL,Public,Unit Price,CMAR,Very High,High,Fast,2018-10-21,2019-08-26,2019,70090200,802,0.386,0.3008,1.0141,0.8627,0.0011,68,0.9145,16,13,0.757,0.9773
PRJ3-02184,Lakeview District 2184,Mixed-Use,Midwest,OH,Public,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2021-05-07,2022-11-15,2022,236157000,1089,0.512,0.4815,0.8979,0.89,0.0333,33,1.0061,20,19,0.687,0.9625
PRJ3-02185,Pioneer Distribution Hub 2185,Industrial,Southwest,NM,Private,Cost Plus,Design-Bid-Build,High,Moderate,Fast,2021-10-07,2022-09-27,2022,52924800,895,0.397,0.3524,0.9754,0.9711,0.0312,40,0.9617,5,8,0.564,0.98
PRJ3-02186,Evergreen Office Campus 2186,Commercial,Southeast,FL,Public,Guaranteed Maximum Price,IPD,High,Moderate,Fast,2022-05-24,2023-08-15,2023,32540900,873,0.514,0.4859,0.984,0.9358,0.0169,25,1.0878,6,12,0.692,0.9721
PRJ3-02187,Lakeview Transit Program 2187,Infrastructure,Mountain,CO,Private,Cost Plus,Design-Build,High,Low,Fast,2024-02-07,2025-09-15,2025,950000000,1137,0.516,0.491,0.9683,1.0136,0.0245,28,0.8891,9,3,0.323,0.9677
PRJ3-02188,Riverside Marketplace 2188,Commercial,West,OR,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,Low,Standard,2024-04-23,2024-12-04,2024,59239200,483,0.466,0.4601,1.0131,0.9708,-0.0115,3,1.0471,22,2,0.619,0.9597
PRJ3-02189,Evergreen Earthworks Package 2189,Heavy Civil,West,NV,Private,Unit Price,IPD,High,Moderate,Fast,2023-07-20,2025-03-12,2025,141694900,1088,0.553,0.5997,0.9108,1.0794,0.0441,-51,1.114,0,4,0.164,0.9844
PRJ3-02190,Liberty Earthworks Package 2190,Heavy Civil,West,CA,Private,Guaranteed Maximum Price,CMAR,Moderate,Low,Standard,2021-10-06,2023-04-06,2023,180674400,914,0.599,0.51,0.9739,0.8408,0.0323,81,1.0242,13,13,0.365,0.9758
PRJ3-02191,Pioneer Bridge Program 2191,Heavy Civil,West,CA,Public-Private Partnership,Unit Price,CMAR,High,High,Fast,2024-12-16,2025-12-12,2025,370044800,769,0.47,0.4732,1.0024,0.9455,0.006,-2,1.0437,3,0,0.839,0.9709
PRJ3-02192,Mesa Bridge Program 2192,Heavy Civil,Mountain,UT,Private,Lump Sum,Design-Build,Moderate,Moderate,Standard,2017-10-21,2019-04-18,2019,206332500,1160,0.469,0.4612,0.9182,0.991,0.0495,9,1.0083,33,20,0.508,0.9496
PRJ3-02193,Canyon Water Program 2193,Heavy Civil,West,NV,Public,Lump Sum,IPD,Moderate,Moderate,Standard,2024-01-07,2025-09-30,2025,111350200,1332,0.475,0.468,0.9639,0.9837,0.0025,9,0.9871,0,0,0.505,0.9626
PRJ3-02194,Copper Highway Improvements 2194,Heavy Civil,West,OR,Public,Lump Sum,Design-Build,Moderate,Moderate,Fast,2022-08-22,2023-07-26,2023,113021400,903,0.375,0.3824,0.9816,1.0043,0.0076,-7,1.0365,20,1,0.55,0.9935
PRJ3-02195,Horizon Residences 2195,Residential,Midwest,IL,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2020-04-15,2020-11-06,2020,19245200,511,0.403,0.3504,0.9925,0.8632,0.0106,27,0.9927,12,10,0.628,0.9768
PRJ3-02196,Copper Town Center 2196,Mixed-Use,Southeast,TN,Private,Unit Price,Design-Bid-Build,High,High,Standard,2024-07-12,2025-08-20,2025,102329100,997,0.406,0.384,0.8525,0.9967,0.0664,22,0.9317,1,12,0.461,0.9568
PRJ3-02197,Gateway Retail Center 2197,Commercial,Southwest,NM,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Slow,2024-12-08,2025-08-04,2025,106447500,615,0.39,0.3705,0.9479,0.9426,0.0167,12,0.8444,29,13,0.855,0.9595
PRJ3-02198,Liberty Water Program 2198,Heavy Civil,Southwest,TX,Private,Unit Price,CMAR,Very High,Moderate,Standard,2018-08-24,2020-04-24,2020,83245900,1278,0.477,0.4079,0.7923,0.8163,0.1102,88,0.7925,23,8,0.334,0.9477
PRJ3-02199,Crescent Bridge Program 2199,Heavy Civil,Mountain,WY,Private,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Fast,2021-07-07,2022-12-28,2022,333221800,988,0.546,0.4171,1.0085,0.8201,0.0042,127,0.872,25,11,0.81,0.9583
PRJ3-02200,Evergreen Process Plant 2200,Industrial,Northeast,NY,Private,Lump Sum,IPD,Low,Moderate,Slow,2022-10-16,2023-09-16,2023,257399200,879,0.382,0.3912,0.9363,0.9774,0.0245,-8,0.929,4,0,0.147,0.968
PRJ3-02201,Mesa Logistics Center 2201,Industrial,Southwest,TX,Public,Unit Price,Design-Bid-Build,Low,High,Standard,2023-02-23,2023-11-25,2023,89157500,649,0.425,0.4003,0.9865,0.9024,0.0155,16,1.0286,27,5,0,0.9905
PRJ3-02202,Harbor Manufacturing Facility 2202,Industrial,Midwest,MI,Public,Cost Plus,CMAR,High,Moderate,Standard,2022-01-05,2023-04-05,2023,162559000,1219,0.374,0.3721,0.7891,1.013,0.0877,2,0.9256,9,18,0.529,0.95
PRJ3-02203,Pioneer Medical Center 2203,Institutional,Southeast,GA,Private,Lump Sum,CMAR,Low,High,Standard,2020-10-25,2021-07-19,2021,93835700,490,0.546,0.5911,1.009,1.0387,-0.0058,-22,1.0192,1,11,0.478,0.9803
PRJ3-02204,Mesa Civic Complex 2204,Institutional,Mountain,UT,Private,Lump Sum,Design-Bid-Build,Very High,Moderate,Slow,2023-12-10,2025-06-07,2025,192282000,971,0.562,0.4691,0.8025,0.8864,0.1471,90,0.859,15,9,0.994,0.9662
PRJ3-02206,Riverside Water Program 2206,Heavy Civil,Midwest,MN,Public,Guaranteed Maximum Price,Design-Build,Very High,High,Slow,2023-05-07,2024-09-26,2024,346698100,1307,0.389,0.3297,0.8879,0.8743,0.0481,78,0.8822,19,16,0.614,0.9622
PRJ3-02207,Liberty Retail Center 2207,Commercial,Southwest,TX,Private,Lump Sum,CMAR,Low,Moderate,Standard,2023-06-14,2024-03-06,2024,49109000,747,0.357,0.3891,1.0199,1.0149,0.0082,-24,0.9953,4,8,1.057,0.9785
PRJ3-02208,Riverside Earthworks Package 2208,Heavy Civil,Mountain,CO,Public-Private Partnership,Guaranteed Maximum Price,IPD,High,Moderate,Standard,2023-04-14,2024-12-19,2024,733252300,1279,0.481,0.4369,0.9747,0.9138,0.0236,56,0.9453,40,9,0.76,0.9761
PRJ3-02209,Gateway Urban Village 2209,Mixed-Use,West,NV,Public,Lump Sum,Design-Build,Moderate,Moderate,Slow,2022-11-23,2024-03-26,2024,90084000,849,0.576,0.599,1.1409,1.0546,-0.0731,-20,0.9993,15,14,0.478,0.974
PRJ3-02210,Cedar Education Center 2210,Institutional,Northeast,PA,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Standard,2022-11-09,2024-03-17,2024,165024700,836,0.592,0.558,1.02,0.9352,-0.014,28,1.0284,19,14,0.716,0.9756
PRJ3-02211,Lakeview Neighborhood 2211,Residential,Midwest,IL,Public,Lump Sum,IPD,Moderate,Low,Fast,2021-12-04,2023-04-18,2023,29434800,857,0.584,0.5038,0.9122,0.9028,0.0385,69,0.9183,7,12,0.184,0.9838
PRJ3-02212,Lakeview Medical Center 2212,Institutional,Southwest,TX,Public-Private Partnership,Lump Sum,Design-Bid-Build,High,Moderate,Standard,2020-10-23,2022-02-28,2022,65466900,1110,0.445,0.4831,1.0138,1.116,-0.0046,-42,0.9692,5,14,0.889,0.966
PRJ3-02213,Liberty Housing 2213,Residential,Southwest,AZ,Public,Guaranteed Maximum Price,Design-Build,High,Low,Standard,2025-02-03,2025-12-30,2025,70352100,615,0.538,0.4816,0.9197,0.9807,0.0674,35,1.0395,17,6,0.614,0.97
PRJ3-02214,Redwood Utility Corridor 2214,Infrastructure,Northeast,CT,Private,Guaranteed Maximum Price,CMAR,High,Moderate,Fast,2021-07-16,2023-08-01,2023,85605700,1249,0.598,0.5769,1.0827,0.9678,-0.0478,26,0.908,39,20,0.334,0.9581
PRJ3-02215,Redwood Housing 2215,Residential,Midwest,OH,Public,Lump Sum,IPD,High,Moderate,Fast,2024-11-23,2025-05-27,2025,37562900,529,0.351,0.3017,1.0897,0.9133,-0.0066,26,1.1459,0,18,0.854,0.9843
PRJ3-02216,Northstar District 2216,Mixed-Use,Midwest,MI,Private,Cost Plus,Design-Build,Low,Moderate,Slow,2020-07-21,2022-02-07,2022,189301500,962,0.589,0.6324,0.9512,1.0549,0.0202,-42,1.0357,3,17,0.769,0.9866
PRJ3-02217,Pioneer Bridge Program 2217,Heavy Civil,West,CA,Public,Unit Price,IPD,High,Moderate,Standard,2022-03-18,2023-04-05,2023,416075100,1041,0.368,0.3679,0.8978,1.0039,0.0246,0,1.0185,19,2,0.541,0.9436
PRJ3-02218,Horizon District 2218,Mixed-Use,Southwest,TX,Private,Guaranteed Maximum Price,IPD,Low,Low,Standard,2018-06-24,2019-11-20,2019,123012300,905,0.569,0.5734,0.9861,1.0033,0.0093,-4,0.9867,0,0,0.602,0.9653
PRJ3-02219,Harbor Neighborhood 2219,Residential,West,OR,Private,Unit Price,Design-Bid-Build,Moderate,Low,Fast,2024-10-08,2025-09-07,2025,110141500,622,0.537,0.4795,0.9787,0.9331,0.0246,36,0.9835,4,2,0.696,0.9684
PRJ3-02220,Riverside Apartments 2220,Residential,Northeast,MA,Private,Lump Sum,CMAR,High,Moderate,Standard,2023-12-03,2024-08-14,2024,52769900,472,0.542,0.5262,0.9795,0.9386,-0.0095,7,0.9095,4,9,0.737,0.9669
PRJ3-02221,Harbor Process Plant 2221,Industrial,Northeast,CT,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2020-10-01,2021-08-22,2021,352823300,910,0.358,0.3669,0.9339,0.9782,-0.0046,-8,0.9578,5,13,0.605,0.9777
PRJ3-02222,Lakeview Apartments 2222,Residential,Mountain,WY,Public,Guaranteed Maximum Price,Design-Build,Very High,Low,Fast,2019-03-05,2019-08-26,2019,49373000,415,0.421,0.4199,0.9191,0.9117,0.0512,0,0.9343,12,22,1.016,0.9539
PRJ3-02223,Lakeview Civic Complex 2223,Institutional,Mountain,CO,Private,Cost Plus,Design-Build,Very High,Moderate,Standard,2020-03-21,2021-05-28,2021,157325700,984,0.441,0.3853,0.9561,0.9309,0.0139,55,0.9465,27,15,0.898,0.9565
PRJ3-02224,Aspen Highway Improvements 2224,Heavy Civil,Mountain,UT,Public,Guaranteed Maximum Price,CMAR,Moderate,High,Standard,2020-08-05,2021-11-28,2021,212399300,1019,0.472,0.4429,0.9979,0.9494,-0.0096,30,1.0541,6,18,0.738,0.9626
PRJ3-02225,Riverside Corporate Center 2225,Commercial,Southeast,FL,Public,Guaranteed Maximum Price,CMAR,Low,High,Standard,2025-06-14,2025-12-16,2025,103541600,351,0.528,0.5508,1.0446,1.0589,-0.0188,-8,1.0385,0,7,0.386,0.9708
PRJ3-02226,Mesa Transit Program 2226,Infrastructure,West,NV,Public,Lump Sum,Design-Build,Low,Moderate,Standard,2021-07-12,2022-09-17,2022,708328700,960,0.45,0.4086,1.0362,0.9783,-0.0001,40,0.9309,7,0,0.528,0.9875
PRJ3-02227,Mesa Urban Village 2227,Mixed-Use,Southeast,GA,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,High,Fast,2019-07-04,2020-07-17,2020,144154500,878,0.432,0.4691,1.031,1.0283,-0.0383,-33,1.0303,8,30,0.817,0.983
PRJ3-02228,Mesa Research Facility 2228,Institutional,Midwest,MN,Public-Private Partnership,Cost Plus,CMAR,High,High,Fast,2020-04-10,2021-06-20,2021,47855100,1056,0.413,0.4053,0.9448,0.9788,0.0226,8,1.0352,0,18,0.565,0.9657
PRJ3-02229,Granite Apartments 2229,Residential,West,WA,Public-Private Partnership,Lump Sum,Design-Bid-Build,High,Low,Slow,2022-11-17,2023-05-22,2023,41807900,469,0.397,0.3387,1.0002,0.8084,0.0135,27,0.9095,41,8,0.735,0.927
PRJ3-02230,Gateway Medical Center 2230,Institutional,Southwest,NM,Public,Guaranteed Maximum Price,CMAR,Very High,Low,Fast,2024-03-09,2025-10-09,2025,94438000,1112,0.521,0.4729,0.9555,0.988,0.0209,53,1.0004,20,9,0.875,0.9263
PRJ3-02231,Harbor Public Works Program 2231,Infrastructure,Southeast,NC,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Fast,2022-09-05,2023-10-26,2023,129170000,959,0.434,0.4456,0.9219,1.0224,0.0499,-11,1.0535,18,19,0.71,0.9913
PRJ3-02232,Crescent Retail Center 2232,Commercial,West,NV,Private,Unit Price,Design-Bid-Build,Very High,Moderate,Slow,2023-03-02,2024-04-20,2024,101321600,744,0.558,0.5288,0.8913,0.9202,0.0569,22,0.8313,38,11,0.698,0.9383
PRJ3-02233,Mesa Airport Improvements 2233,Infrastructure,Midwest,MI,Public-Private Partnership,Lump Sum,CMAR,Low,Low,Standard,2022-07-14,2023-11-09,2023,90804000,965,0.501,0.4857,0.901,0.9863,0.0681,15,1.0891,27,24,0.79,0.9584
PRJ3-02234,Cedar Residences 2234,Residential,Mountain,UT,Private,Lump Sum,Design-Bid-Build,Moderate,High,Standard,2021-09-25,2022-07-29,2022,52856000,714,0.43,0.4459,0.9466,1.0109,0.0225,-11,0.8843,24,17,0.555,0.9738
PRJ3-02235,Riverside Water Program 2235,Heavy Civil,Mountain,WY,Private,Unit Price,Design-Build,Moderate,Moderate,Standard,2023-10-19,2025-07-28,2025,180263200,1213,0.535,0.5325,0.7898,0.9708,0.1468,3,1.0256,29,0,0.58,0.9717
PRJ3-02236,Canyon Education Center 2236,Institutional,Southeast,FL,Public,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2021-09-24,2022-06-28,2022,98800400,739,0.375,0.3935,1.0281,1.0608,-0.0009,-14,1.0794,13,20,1.27,0.9856
PRJ3-02237,Northstar Research Facility 2237,Institutional,West,CA,Private,Lump Sum,Design-Build,High,Low,Slow,2024-02-07,2025-09-08,2025,113695100,1044,0.555,0.5252,0.8883,0.9313,0.053,31,0.8692,25,0,1.012,0.9555
PRJ3-02238,Copper Residences 2238,Residential,Mountain,WY,Public,Lump Sum,CMAR,Moderate,Moderate,Slow,2024-01-22,2024-12-05,2024,41650900,722,0.441,0.4018,0.9051,0.9259,0.0456,28,0.9879,26,12,0.673,0.965
PRJ3-02239,Cedar Medical Center 2239,Institutional,West,OR,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2024-12-12,2025-12-13,2025,90049400,778,0.471,0.4216,0.8999,0.9068,0.0429,38,0.9237,41,13,0.668,0.9581
PRJ3-02240,Cedar Marketplace 2240,Commercial,West,CA,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Slow,2023-08-12,2024-09-03,2024,298233600,676,0.574,0.526,0.9772,0.867,0.0169,32,0.9228,7,9,0.3,0.9572
PRJ3-02241,Canyon Residences 2241,Residential,Midwest,MI,Public-Private Partnership,Lump Sum,Design-Bid-Build,Moderate,Moderate,Slow,2019-10-03,2020-10-01,2020,58926600,610,0.598,0.5106,1.1092,0.8733,-0.0516,53,0.8707,3,28,0.43,0.9762
PRJ3-02242,Redwood Housing 2242,Residential,Midwest,MN,Private,Unit Price,IPD,Moderate,Moderate,Standard,2024-07-16,2025-01-15,2025,30796900,399,0.461,0.4588,1.0475,0.965,-0.0165,1,1.0917,0,29,0.618,0.9817
PRJ3-02243,Lakeview Urban Village 2243,Mixed-Use,Mountain,CO,Private,Lump Sum,Design-Build,Moderate,Low,Fast,2023-04-22,2024-06-21,2024,163408600,976,0.437,0.4002,0.8832,0.9721,0.0496,36,0.9731,23,16,0.55,0.9634
PRJ3-02244,Crescent Residences 2244,Residential,Southwest,NM,Private,Lump Sum,CMAR,Moderate,High,Slow,2018-07-06,2019-07-24,2019,58502800,737,0.52,0.5675,1.0825,1.0406,-0.0371,-35,0.993,27,12,0.629,0.9677
PRJ3-02245,Redwood Research Facility 2245,Institutional,Southeast,NC,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2020-02-07,2021-03-19,2021,193869500,786,0.517,0.5128,0.8886,1.0096,0.0658,3,0.9075,1,12,0.418,0.9727
PRJ3-02246,Summit Retail Center 2246,Commercial,Southeast,GA,Public,Lump Sum,Design-Bid-Build,Moderate,Low,Slow,2020-07-03,2021-09-23,2021,42542600,801,0.559,0.5575,0.8805,0.9554,0.0728,1,0.9551,24,21,0.559,0.9534
PRJ3-02247,Summit Manufacturing Facility 2247,Industrial,Southwest,TX,Private,Lump Sum,Design-Bid-Build,High,High,Slow,2024-06-01,2025-10-13,2025,89699400,983,0.508,0.5072,0.9226,0.9983,0.046,1,0.9546,14,8,0.976,0.9811
PRJ3-02248,Cedar Earthworks Package 2248,Heavy Civil,West,NV,Public,Cost Plus,Design-Build,High,Moderate,Standard,2022-12-03,2024-07-07,2024,310415000,1073,0.543,0.5682,0.9319,1.043,0.0415,-27,1.0396,20,4,0.494,0.9566
PRJ3-02249,Pioneer Research Facility 2249,Institutional,Southeast,FL,Private,Guaranteed Maximum Price,CMAR,Moderate,Low,Slow,2019-01-14,2020-06-22,2020,112436200,921,0.571,0.5148,0.8664,0.9404,0.0666,52,0.9162,34,9,0.279,0.9418
PRJ3-02250,Northstar Bridge Program 2250,Heavy Civil,Southwest,TX,Private,Unit Price,Design-Bid-Build,Moderate,High,Standard,2020-02-15,2021-03-18,2021,119218300,896,0.444,0.4429,1.051,0.9857,-0.005,1,0.9651,15,13,0.467,0.9594
PRJ3-02251,Mesa Education Center 2251,Institutional,West,CA,Private,Unit Price,CMAR,Moderate,Low,Standard,2021-12-18,2023-03-23,2023,89985700,838,0.549,0.4937,0.9565,0.9377,0.0205,46,0.8707,25,7,0.741,0.9577
PRJ3-02252,Gateway District 2252,Mixed-Use,West,NV,Public-Private Partnership,Lump Sum,CMAR,Moderate,High,Standard,2022-08-18,2023-12-28,2023,243815200,1254,0.397,0.3954,0.9326,1.0035,0.0246,2,0.8658,18,0,0.42,0.9472
PRJ3-02253,Mesa Residences 2253,Residential,Mountain,UT,Public,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2024-06-19,2024-11-23,2024,119123900,438,0.359,0.3649,1.0152,1.0549,-0.0237,-3,1.1079,3,21,0.381,0.9383
PRJ3-02254,Copper Earthworks Package 2254,Heavy Civil,Southeast,FL,Public,Guaranteed Maximum Price,CMAR,High,High,Standard,2020-03-02,2021-09-14,2021,151732500,1197,0.469,0.5071,0.953,1.0577,0.0467,-46,0.9363,9,14,0.496,0.9499
PRJ3-02256,Copper Office Campus 2256,Commercial,Mountain,MT,Public,Unit Price,Design-Bid-Build,Moderate,High,Slow,2023-05-07,2024-07-22,2024,81309600,747,0.593,0.5693,0.9039,0.9336,0.0626,18,0.898,25,14,0.379,0.9531
PRJ3-02257,Mesa Bridge Program 2257,Heavy Civil,Midwest,MI,Private,Unit Price,IPD,Moderate,Moderate,Slow,2021-04-02,2022-08-05,2022,438111500,1095,0.448,0.3892,0.9743,0.892,-0.0182,64,0.9228,19,12,0.586,0.9712
PRJ3-02258,Crescent Residences 2258,Residential,Southwest,NM,Public,Unit Price,Design-Build,Moderate,Moderate,Standard,2021-09-24,2022-05-24,2022,36169100,681,0.356,0.356,1.0092,0.9755,0.001,0,1.0963,0,2,0.445,0.9713
PRJ3-02259,Gateway Transit-Oriented Development 2259,Mixed-Use,Southwest,NM,Private,Cost Plus,Design-Bid-Build,Very High,Moderate,Fast,2022-11-05,2024-10-21,2024,192405100,1210,0.592,0.5469,0.826,0.955,0.1108,55,0.9652,28,0,0.991,0.9753
PRJ3-02260,Riverside Research Facility 2260,Institutional,Southeast,GA,Public,Lump Sum,Design-Bid-Build,Moderate,High,Standard,2025-03-16,2025-12-18,2025,44177500,671,0.413,0.3819,1.0121,0.9996,-0.0235,21,0.9898,19,12,0.691,0.9853
PRJ3-02261,Aspen Highway Improvements 2261,Heavy Civil,Midwest,MN,Private,Cost Plus,Design-Bid-Build,Moderate,High,Standard,2022-06-01,2023-12-17,2023,120392900,1274,0.443,0.4333,0.9541,0.9871,-0.0007,12,0.9923,17,20,0.851,0.9615
PRJ3-02262,Northstar Residences 2262,Residential,Midwest,MN,Private,Cost Plus,IPD,Moderate,Moderate,Standard,2022-10-09,2023-06-06,2023,27409100,565,0.426,0.4432,0.9632,1.016,0.0118,-10,1.16,8,21,0.959,0.9819
PRJ3-02263,Liberty Corporate Center 2263,Commercial,Northeast,MA,Private,Lump Sum,Design-Build,High,High,Slow,2018-11-22,2019-07-19,2019,42097800,616,0.388,0.3844,1.0032,0.9914,0.0014,2,0.9826,7,16,0.591,0.9684
PRJ3-02264,Canyon Public Works Program 2264,Infrastructure,West,CA,Private,Guaranteed Maximum Price,Design-Build,Low,Moderate,Fast,2023-05-22,2025-02-28,2025,372050700,1141,0.568,0.6065,1.0738,1.077,-0.0478,-44,0.9961,0,8,0.619,0.9749
PRJ3-02265,Redwood Airport Improvements 2265,Infrastructure,Southwest,NM,Public,Cost Plus,IPD,High,Moderate,Fast,2018-06-21,2019-11-12,2019,371970600,1134,0.449,0.4592,0.9514,1.0036,0.0343,-12,1.0466,2,15,0.393,0.9827
PRJ3-02266,Canyon Residences 2266,Residential,West,CA,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,Low,Moderate,Fast,2019-11-21,2020-07-26,2020,15745500,415,0.599,0.5812,1.0392,0.956,-0.0104,7,1.0682,26,3,0.368,0.9588
PRJ3-02267,Summit Office Campus 2267,Commercial,Southeast,GA,Private,Cost Plus,Design-Bid-Build,Moderate,Moderate,Standard,2021-07-03,2022-07-17,2022,96530200,741,0.512,0.5494,0.9774,1.0217,0.0219,-28,1.0185,6,21,0.659,0.9669
PRJ3-02268,Aspen Apartments 2268,Residential,West,OR,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Standard,2023-11-10,2024-11-24,2024,59731900,664,0.573,0.6286,1.0019,1.12,-0.0102,-37,0.99,14,2,0.362,0.9836
PRJ3-02269,Summit Distribution Hub 2269,Industrial,Southeast,NC,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2024-04-12,2025-05-15,2025,120058600,706,0.565,0.6503,0.935,1.12,0.0609,-60,0.9811,16,10,0.241,0.9675
PRJ3-02270,Aspen Urban Village 2270,Mixed-Use,Southeast,NC,Private,Lump Sum,Design-Build,Low,Moderate,Standard,2020-11-01,2021-11-28,2021,99958400,667,0.589,0.6274,0.8821,1.0337,0.0815,-26,0.9773,18,3,0.651,0.9765
PRJ3-02271,Redwood Medical Center 2271,Institutional,Southwest,NM,Private,Lump Sum,Design-Build,Moderate,High,Fast,2024-05-05,2025-08-01,2025,22743600,813,0.558,0.6219,0.9246,1.0854,0.0319,-52,1.1591,15,8,0.361,0.9919
PRJ3-02272,Mesa Retail Center 2272,Commercial,West,WA,Public,Guaranteed Maximum Price,Design-Build,Low,Low,Standard,2019-02-22,2019-10-04,2019,120329100,509,0.442,0.4217,0.897,0.9975,0.0393,10,1.014,14,8,0.837,0.9678
PRJ3-02273,Harbor Retail Center 2273,Commercial,Midwest,OH,Private,Cost Plus,Design-Build,Low,High,Slow,2022-12-21,2023-08-23,2023,167579100,546,0.45,0.4915,1.02,1.0412,-0.0143,-23,1.0743,21,12,0.349,0.9693
PRJ3-02274,Granite Medical Center 2274,Institutional,Southwest,NM,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Standard,2023-06-24,2024-05-14,2024,291154800,698,0.467,0.4373,0.9099,0.9148,0.0428,21,0.8753,8,11,0.664,0.9517
PRJ3-02275,Northstar Water Program 2275,Heavy Civil,Northeast,NJ,Private,Cost Plus,Design-Build,High,Moderate,Slow,2018-07-09,2020-06-10,2020,100560400,1262,0.557,0.5042,0.9179,0.8985,0.0173,67,0.9625,25,19,1.012,0.9567
PRJ3-02276,Liberty Education Center 2276,Institutional,Southwest,NM,Public,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Slow,2023-07-15,2024-05-16,2024,266513400,747,0.41,0.3452,0.9528,0.8823,0.0369,48,0.8865,44,18,1.024,0.9432
PRJ3-02277,Mesa Marketplace 2277,Commercial,West,CA,Public,Cost Plus,Design-Build,Moderate,Moderate,Fast,2024-01-25,2024-10-02,2024,226188000,517,0.486,0.5202,0.9715,1.0091,0.0149,-18,1.0196,14,0,0.274,0.9613
PRJ3-02278,Crescent Urban Village 2278,Mixed-Use,Southwest,TX,Private,Cost Plus,CMAR,Moderate,Moderate,Standard,2024-03-15,2025-05-28,2025,273478600,923,0.476,0.505,1.0249,1.0534,-0.0136,-27,1.0295,17,1,0.592,0.9665
PRJ3-02279,Granite Distribution Hub 2279,Industrial,Northeast,PA,Private,Unit Price,CMAR,Very High,Low,Standard,2023-08-10,2024-07-21,2024,132138900,870,0.398,0.3407,0.9477,0.8599,0.0396,50,0.839,19,16,1.27,0.962
